bus.119.gen,bus.4.gen,bus.6.gen,bus.10.gen,bus.12.gen,bus.15.gen,bus.18.gen,bus.19.gen,bus.24.gen,bus.25.gen,bus.26.gen,bus.120.gen,bus.31.gen,bus.32.gen,bus.46.gen,bus.69.gen,bus.99.gen,bus.116.gen
24.1959,22.3257,0,6.44,72.2674,13.5379,4.5659,43.0198,20.4387,6.4534,4.5482,33.5527,13.9598,0,50.5118,31.5135,16.544,4.9696
29.6548,20.1967,0,6.3747,72.1054,13.4636,3.4147,39.2267,25.7685,6.7792,12.0327,35.2102,16.3725,0.5845,52.5666,31.4768,17.2027,4.7961
33.6517,17.9981,0,7.7522,65.6633,11.4294,3.8925,42.5073,31.2307,6.577,19.9146,38.4154,17.5076,0.6559,52.5274,33.294,17.8613,4.7303
33.0538,26.9256,0,6.5904,67.8583,12.0397,3.1119,43.2611,37.6219,8.2658,22.1398,35.8501,16.401,1.0168,49.3012,38.1208,18.52,3.9129
35.2465,30.4307,0,6.2543,66.7034,12.1196,3.5034,45.9627,41.5405,8.8504,24.237,39.4842,15.9177,0.7077,45.5231,36.837,18.8613,3.1511
26.3312,31.3417,0,4.9093,75.7621,10.1101,2.9427,43.8461,39.4885,10.8482,36.7221,42.2799,16.6531,0.5745,43.2685,37.9608,19.2027,4.4288
23.9225,28.7364,0,7.5404,73.4732,11.1234,2.25,47.5992,33.4493,12.5643,41.5869,44.936,21.1621,0.3299,49.9245,36.4852,19.544,3.3826
24.3983,34.208,0,11.8683,69.2501,9.7709,2.2407,44.4365,30.1122,12.7214,45.1562,47.0608,21.2543,0.9347,50.8481,39.4429,19.5493,4.6118
24.2286,31.4573,0,16.5436,67.1414,10.4603,2.0588,44.4387,34.3995,21.7266,42.3752,46.6539,24.0705,0.221,55.1379,31.8512,19.5547,5.3997
25.2789,32.7526,0,19.3416,57.0538,16.1958,2.4758,42.556,25.5752,23.113,52.0422,43.2251,25.1829,0.2339,51.5993,39.7964,19.56,11.5906
28.6392,31.4064,0,18.0936,53.0801,12.6205,2.3433,41.9125,31.8391,26.0593,51.1238,45.8713,29.2367,2.4325,56.3827,35.3045,18.384,11.9057
27.7979,28.4503,0,17.1736,50.8713,15.2897,3.3712,40.3205,35.3047,30.1161,50.489,51.593,26.3811,4.3329,60.0548,34.0229,17.208,12.92
30.9515,27.4078,0,20.0635,50.7654,9.6694,3.654,42.0578,32.5552,31.4333,48.4409,45.0242,29.8365,10.2497,61.3983,40.0627,16.032,15.1566
26.4597,30.4568,0,23.862,50.2411,14.941,4.1348,40.8334,32.4777,34.511,57.6345,40.7805,25.9344,11.7146,64.7899,40.9542,18.5627,15.8656
24.4082,29.44,0,31.1066,49.4351,14.7993,5.4146,41.2625,37.097,31.5176,57.7419,41.1068,29.3461,17.8749,60.7631,41.1651,21.0933,19.9769
25.023,29.2372,0,29.8705,57.152,15.1327,10.5128,43.7059,32.0222,30.4219,58.8578,39.5195,29.5241,16.446,61.338,43.1643,23.624,27.3923
25.6135,29.224,0,26.5894,56.3441,16.4755,16.8441,43.0562,36.8441,28.3862,58.9867,42.827,28.4843,18.0556,51.5787,45.3472,22.9547,25.4247
40.4976,30.919,0,28.7148,57.8759,11.0165,18.432,39.9582,32.0969,28.3498,62.6545,34.1776,24.9175,18.8565,52.6313,44.3683,22.2853,25.376
39.7611,34.5741,0,26.801,56.6893,12.0162,20.0191,39.9886,33.5893,30.1243,58.6472,40.2644,26.3476,16.62,47.1696,40.667,21.616,28.3246
54.4021,34.7961,0,30.5537,52.7837,15.5841,18.799,38.3641,33.3694,28.7883,57.5051,35.6535,23.2102,20.055,38.961,45.9988,20.4773,30.0735
56.9275,38.0665,0,22.2288,58.9525,13.3579,18.5018,40.4066,42.5951,25.0395,58.8283,45.985,21.5327,19.31,39.2999,41.4889,19.3387,23.6711
64.4804,38.1461,0,21.335,56.6843,8.5474,19.1872,44.2903,50.6634,28.7257,59.3673,40.7563,24.6424,21.6166,36.1474,38.2276,18.2,20.6688
75.459,35.034,0,19.0095,50.6849,7.9214,27.3383,43.6125,57.8611,31.0351,58.2119,41.0069,23.9959,21.0554,37.1075,35.3673,17.2053,18.1276
68.7562,46.7552,0,19.2597,50.0029,9.5288,35.5391,43.1145,61.9249,29.9763,54.3101,40.1403,22.5811,20.9863,35.7039,33.9325,16.2107,19.6584
69.7615,49.2349,0,18.7759,47.301,12.4938,32.8365,42.988,68.4942,34.9497,54.4501,41.0705,22.1704,21.5039,32.7363,33.3682,15.216,19.3774
59.0515,53.7708,0,18.4726,39.9323,13.7542,27.1853,38.5556,63.844,41.5834,53.3344,38.9905,31.2484,20.1548,36.5577,30.5241,16.3307,17.3046
58.0405,55.4069,0,18.232,44.1444,12.7626,27.3548,36.5237,61.3649,41.5651,48.8736,40.9347,22.9303,17.7622,35.3596,26.9381,17.4453,18.8222
65.5153,49.9914,0,14.3373,39.1416,9.9694,24.6575,39.2675,55.6416,39.3204,47.8075,43.6603,25.1573,14.2023,30.0798,34.566,18.56,16.4518
57.413,53.8629,0,15.0285,43.0501,10.2251,32.2528,38.9733,56.3924,34.4465,49.9857,47.3246,31.0182,11.3076,32.5386,32.3923,16.7013,18.5979
61.7599,53.3098,0,17.4426,42.0503,5.1797,29.096,43.855,58.4412,31.0092,47.8439,53.1586,41.3666,10.6772,31.2595,33.1345,14.8427,20.2677
62.2751,54.9134,0,22.5587,40.3193,4.1104,25.5379,40.9079,58.1444,34.7356,51.0334,55.8414,48.0041,8.3719,35.0092,32.6278,12.984,20.5033
67.8282,51.804,0,18.1169,39.5744,11.8852,23.9956,38.5593,58.7691,35.4422,52.2177,57.6628,45.2234,7.2233,36.1275,33.2276,14.4187,22.3356
64.1109,47.597,0,22.0655,47.1844,14.2353,23.5006,41.4895,54.9334,39.6346,43.2942,51.9912,46.8823,8.4715,36.7537,36.8662,15.8533,26.0814
63.9156,45.9246,0,28.0131,38.8488,13.9718,22.6822,39.0052,55.0064,35.9246,45.7647,62.595,47.435,7.3,35.9408,34.9752,17.288,32.8872
56.9992,42.9484,0,40.0848,40.0976,13.9243,27.0564,38.1811,52.9553,39.8409,46.5419,62.9553,43.9083,6.1135,31.211,35.104,17.0053,41.5964
58.8123,45.1263,0,45.8684,43.173,10.4264,23.7279,34.3394,49.0572,38.6636,46.0133,67.1907,45.3757,7.2061,34.3524,37.5685,16.7227,41.9456
51.638,45.1934,0,43.346,42.2895,9.6073,27.851,35.8822,48.6134,46.1878,40.5636,76.1202,47.5207,6.9945,40.8209,34.8565,16.44,40.6899
45.8193,37.6187,0,44.419,44.9043,10.0421,32.6656,35.6731,45.4188,54.6385,46.7268,79.8064,47.3834,5.1192,36.4562,38.3243,17.224,44.285
45.5812,31.5072,0,48.1683,47.6721,10.3757,34.9695,29.588,44.5376,66.8616,53.1269,76.2516,44.9508,7.3854,37.7153,37.8865,18.008,43.8483
43.5306,28.4372,0,48.6917,43.7153,11.4405,39.5067,35.9823,37.0088,82.2031,49.3354,74.9866,42.6658,7.5649,45.9831,39.1515,18.792,41.3478
34.9913,27.3237,0,44.1339,43.3628,8.6044,41.1897,35.2282,37.8131,82.9285,57.0999,66.4357,45.2078,10.6175,42.4942,36.4058,18.0347,40.617
30.587,28.7428,0,42.4659,35.9517,8.6979,38.5063,33.8423,32.6482,84.7174,59.35,70.5822,40.8514,11.8919,48.7959,32.1801,17.2773,37.5448
29.2898,26.5567,0,42.424,34.1841,7.2718,42.387,32.917,31.223,76.663,57.621,69.3938,41.5092,15.0331,44.8697,36.181,16.52,32.7343
28.1718,24.1337,0,38.9666,31.1029,5.129,41.8437,29.1366,23.1255,78.1599,66.0875,62.9617,37.3484,22.7621,50.6632,37.2677,17.8373,35.7047
23.131,20.8621,0,34.8583,30.863,6.369,39.5159,31.8009,21.1036,77.9033,71.0655,58.7562,36.8924,24.3397,54.6698,39.0008,19.1547,33.7398
26.0925,23.9079,0,36.9805,26.0594,3.959,37.7362,30.1661,20.7904,71.5959,72.886,55.3011,37.5051,24.7208,55.977,42.6834,20.472,30.8165
25.4628,24.7874,0,31.1442,25.5146,5.537,37.7773,26.932,24.5079,74.4882,73.6903,54.7673,36.9969,21.6175,55.2875,41.7839,20.7147,31.4948
29.7577,28.1911,0,34.6961,28.0335,6.1323,16.2148,24.3879,26.3716,71.5152,71.0688,59.4735,36.1609,24.8888,52.7304,45.9844,20.9573,30.7946
28.3712,28.3106,0,30.6519,27.794,6.0948,30.2407,22.8277,28.4673,64.0066,68.5695,53.3219,38.971,23.1658,52.6981,48.5165,21.2,29.0061
32.6265,25.6957,0,30.8124,29.9172,4.7665,29.8216,22.1889,33.1277,57.5599,74.6895,57.0758,35.7922,23.8526,53.5859,52.0354,22.736,24.8334
33.9915,22.8109,0,26.0272,31.9127,13.6001,34.3491,15.3568,34.8334,61.1109,69.1797,53.2245,36.8697,28.8393,50.8077,55.6148,24.272,27.2209
36.763,24.5777,0,23.6977,30.2673,17.9147,30.1824,16.7838,40.4059,56.5746,75.9143,50.2044,33.8474,33.0184,47.8186,59.2309,25.808,25.9159
36.6912,24.6516,0,30.4773,32.2293,17.5456,27.9881,14.8417,35.2987,53.3513,72.0099,53.0464,34.3901,35.0861,42.9534,58.2924,26.2267,27.6053
38.5638,30.3013,0,26.7717,39.5718,17.8721,27.5752,11.3775,33.5622,53.6106,67.3305,54.9439,31.1107,35.8423,41.5476,52.9837,26.6453,26.8351
35.4257,32.052,0,31.2122,47.1606,18.392,25.258,10.9174,30.9713,56.6374,66.9323,49.2979,33.0712,31.0775,40.4047,48.6676,27.064,25.6635
32.2087,24.4229,0,24.3967,50.4128,18.7732,26.1113,10.1273,32.5733,50.7393,69.5539,47.0164,26.3322,31.1156,43.8249,45.8632,25.2347,24.0133
29.1101,28.2281,0,22.5128,47.6419,16.5274,24.5428,9.7868,33.0013,45.1728,62.0557,47.6641,24.4836,27.2598,43.1729,48.7103,23.4053,21.9576
24.585,24.7181,0,22.0614,45.7635,13.6531,25.4772,8.786,31.1704,43.9188,56.725,48.6938,21.318,23.0624,52.8525,43.1799,21.576,20.2068
20.1321,25.6204,0,17.2846,43.4895,13.4836,22.7282,7.4127,29.9383,44.9715,62.1388,46.4075,21.1217,23.5119,53.5081,38.9534,22.3467,18.4738
16.9925,27.4032,0,20.0083,44.8028,9.445,18.5104,8.5752,26.634,42.1299,63.994,40.9672,22.6839,22.3303,46.7024,45.5544,23.1173,15.4469
14.7703,29.2638,0,16.9444,40.089,10.1251,15.4189,9.4226,25.1262,41.0789,60.7656,43.604,26.8213,19.0789,45.5472,43.3586,23.888,13.7695
12.425,26.0688,0,11.3461,35.8788,9.2596,13.6997,8.9769,22.7289,44.4061,59.2395,42.0035,30.7555,23.7574,47.484,42.4937,25.8987,10.7783
11.525,24.53,0,9.4391,34.6205,7.3468,11.4017,8.1692,23.0489,44.2502,57.9576,38.8374,35.2464,24.9272,43.5774,43.5224,27.9093,9.0193
12.2382,24.5159,0,7.7829,31.4725,5.8937,10.2571,7.296,20.9358,37.8189,56.025,41.1629,38.0158,26.2065,40.9544,44.1452,29.92,8.8158
12.2973,23.7187,0,9.2006,35.6923,4.8896,8.5039,5.6595,19.9327,36.1262,50.2823,39.8089,39.4922,30.0339,38.6187,48.6694,29.936,9.4442
12.444,21.3042,0,11.2084,35.7602,5.8563,8.2521,5.2941,20.3583,35.6189,52.4959,37.4213,39.4729,27.597,38.2508,50.0298,29.952,9.8401
11.5725,25.5151,0,14.5053,36.9646,4.9129,8.0656,5.6224,23.7771,34.9697,49.0154,35.9315,38.2671,24.4033,38.9056,42.3524,29.968,15.2577
14.6292,28.7257,0,21.2089,39.1921,5.841,8.6495,6.7088,28.054,31.6278,47.9345,33.6505,33.9836,27.13,34.6406,45.9395,29.2,18.438
18.2346,30.2125,0,23.5451,32.4755,9.0142,7.6814,7.4705,35.1418,31.5122,50.0202,31.3476,38.6237,28.6798,33.2943,43.5521,28.432,21.8629
22.418,37.5792,0,22.6392,33.7148,7.0829,8.6737,7.7342,50.456,31.2439,50.2278,27.5485,38.9423,30.549,31.5492,38.4355,27.664,20.1897
34.6234,44.1691,0,24.0512,34.1197,7.768,9.7084,5.9902,57.2886,31.3319,55.521,27.7347,36.4885,30.0018,28.606,34.9312,26.4587,20.1999
53.016,45.8113,0,26.5495,35.9923,11.225,12.1567,5.143,58.155,31.5984,56.0337,27.1322,30.2251,29.7793,30.3345,34.0992,25.2533,18.8321
70.8939,47.6112,0,23.885,34.2379,10.1185,18.4607,5.7925,56.4982,33.2767,58.2379,24.9504,30.2204,30.1322,30.5705,37.3698,24.048,17.3775
63.2786,48.3421,0,20.7135,34.8038,9.4333,24.6893,4.0513,57.3408,40.4158,58.5584,24.7338,31.9356,32.5533,28.9671,39.8699,24.416,18.1918
64.9626,51.7896,0,18.3709,39.1259,7.3158,27.1143,1.4429,62.4665,50.7295,53.8667,22.1359,33.3236,29.0231,30.1229,38.2102,24.784,16.1236
65.2898,50.0587,0,18.7134,34.7513,4.4923,27.0515,0.78,63.4779,56.5793,52.4019,24.7907,39.3164,30.6672,31.6539,41.1064,25.152,13.2386
65.2555,46.7432,0,16.2233,31.4339,3.6101,25.4256,0,61.8766,62.5769,51.3858,32.5486,45.6286,28.8291,35.8453,47.9633,25.568,13.5297
63.0354,46.8506,0,23.0941,34.7092,11.8731,9.5433,0,64.4633,66.9298,48.8639,38.2588,42.1602,29.1102,39.1279,47.8408,25.984,17.5211
59.0525,44.6401,0,31.3971,31.3808,13.4533,17.7542,0,60.7399,64.3322,46.1594,43.7743,40.0856,27.167,39.3711,52.9588,26.4,25.6214
64.7425,47.1888,0,35.1934,30.3386,10.5313,15.7435,0,53.8783,61.7294,51.5914,47.9574,36.8693,24.9397,37.9661,54.5275,24.9067,35.9774
59.2996,45.0715,0,34.5357,29.3646,10.1763,16.9696,0,54.9379,60.8672,59.6952,52.027,38.0206,28.4268,36.4129,56.8926,23.4133,37.7641
64.1269,45.5014,0,32.5688,31.137,7.4,22.7808,0.7198,59.9952,56.0796,56.9936,54.2591,41.7946,28.7214,38.665,56.6892,21.92,34.3161
54.6896,47.0432,0,30.9051,30.05,9.0587,30.3683,0.8168,56.8831,54.4938,57.3873,59.9377,39.0775,30.2218,36.6095,60.6373,24.9067,32.1715
56.5222,46.4217,0,30.9986,30.0682,4.868,34.1379,1.1532,60.6361,54.286,60.0961,57.7669,39.3842,30.3136,39.4296,57.0721,27.8933,25.7993
56.8718,46.461,0,28.6884,28.6105,4.2521,34.9431,1.1058,60.698,56.4547,65.2852,53.0545,40.8272,31.429,37.2466,62.6122,30.88,19.0161
58.896,50.4445,0,25.786,28.961,2.7092,29.8858,2.9254,62.9063,59.0311,66.8054,43.2401,37.6116,40.1973,33.4572,60.0676,29.9227,21.8345
55.3999,56.0375,0,22.2974,26.0157,3.8147,27.1674,9.0215,61.2597,63.2932,62.5795,45.5845,37.1717,36.6205,33.6582,61.3886,28.9653,20.6519
54.8621,57.1039,0,20.4733,26.5872,2.6299,24.1078,9.067,66.0934,66.1802,64.8934,43.3764,35.8522,38.38,35.3051,55.0836,28.008,19.1691
56.7819,62.7785,0,20.8183,24.4774,3.8896,22.9801,18.7961,69.0154,61.402,56.8489,43.8053,37.8452,33.537,39.2282,47.3149,28.384,19.4138
58.7106,60.119,0,21.1297,22.6001,3.4165,23.7738,22.7434,71.1566,58.8197,56.2643,44.9217,38.0616,33.847,38.7833,47.2416,28.76,17.1117
56.4783,64.1361,0,20.704,24.5128,3.5454,22.0394,24.6774,71.9225,58.6125,57.9001,42.6782,38.0404,31.5299,40.3236,43.9388,29.136,17.4295
57.5008,66.5093,0,21.4851,23.5677,1.695,22.3959,28.7459,70.828,56.2187,59.823,39.3631,35.839,31.6512,41.3675,40.5203,29.0053,17.6864
56.2738,62.5004,0,24.007,19.8778,2.5689,23.9466,29.1366,69.8407,58.9841,58.8048,37.9266,36.4747,34.2338,39.5477,39.2635,28.8747,18.5379
56.8408,66.2617,0,25.3223,17.5417,4.2274,23.5452,25.5143,73.7474,64.2677,58.474,34.2603,36.2125,32.2075,35.1916,35.9502,28.744,19.0884
59.3093,66.4465,0,24.6841,20.0781,3.2048,22.8003,24.911,74.8468,65.239,59.6965,35.4966,32.8818,34.338,32.9609,37.4471,28.9893,20.4455
59.0974,64.5972,0,24.7143,18.3743,3.7437,23.7756,23.2709,76.6748,69.8838,62.3607,32.8294,32.746,38.1031,34.2493,37.1944,29.2347,19.3044
56.8082,65.5175,0,23.6612,21.9897,5.5915,21.4808,23.4445,73.6612,72.5373,63.6214,33.5781,32.8572,36.8194,35.4921,37.7616,29.48,22.2307
56.7516,71.4463,0,22.0256,25.0137,5.1266,21.3609,21.7458,80.5333,74.243,59.6599,30.8908,30.1584,35.0142,33.5566,36.5402,30.0853,18.8802
54.9499,66.1452,0,18.6602,24.5677,4.5815,23.0437,22.5791,75.4484,73.033,63.6215,28.1951,31.7212,37.8686,34.0411,39.8839,30.6907,20.5018
57.2829,68.1833,0,20.2958,27.4143,2.0683,23.8045,24.0065,76.1773,61.1749,61.1092,29.7772,30.4625,38.9175,36.199,38.9593,31.296,18.9044
54.8669,62.273,0,23.3894,26.0884,2.0786,23.3001,22.2444,77.2337,59.5501,64.6097,29.6314,31.5244,39.1594,38.9673,37.4972,30.6693,16.4709
57.3051,61.0094,0,23.7575,27.8351,2.6431,19.9834,22.2016,72.1526,62.1959,60.77,27.6852,31.8705,35.6775,36.2584,44.335,30.0427,17.3522
54.2819,61.9757,0,22.1557,24.4298,3.4352,21.0189,22.8661,74.7892,59.8715,66.2472,22.0437,31.7872,37.0403,34.6612,43.432,29.416,17.1448
55.052,64.5853,0,25.6045,20.8303,1.2594,19.6106,22.6392,76.207,58.558,66.7506,21.8776,31.4976,38.1132,35.7645,40.7163,28.5867,16.853
56.095,62.4427,0,22.2137,19.2292,0,23.2253,21.2303,76.0315,62.5986,67.0467,20.0255,34.0307,37.4659,34.0125,41.0148,27.7573,17.9956
55.6956,68.218,0,24.136,17.1947,0,23.9907,17.7731,74.1014,60.2835,67.3552,18.7101,32.7617,38.7103,31.1776,47.3763,26.928,15.9128
55.2893,70.2536,0,24.193,16.3502,0,23.6258,19.2003,77.0498,62.62,67.4936,21.8393,33.9217,37.9986,31.2485,45.7683,26.192,14.7345
60.1855,67.839,0,25.3059,15.9414,0,22.7238,27.2936,76.147,63.3981,64.9249,22.5444,34.6367,35.9487,31.4162,46.2485,25.456,15.2225
55.3209,68.7423,0,23.3652,17.4715,0,24.9861,25.9566,73.1233,65.5241,71.8714,21.584,33.7683,40.1081,29.4727,50.0589,24.72,16.6123
57.6327,62.706,0,26.0251,16.1291,0,23.8123,32.2625,77.0347,68.6052,72.9356,24.0507,36.0848,35.5769,30.3184,44.1397,24.9253,19.7909
54.2255,69.0535,0,25.3795,18.577,0.4206,25.7788,35.0047,79.8917,61.9707,71.1306,26.0822,36.6782,38.6418,31.9742,41.4678,25.1307,19.9665
54.0732,71.0231,0,23.734,21.978,1.7291,27.3185,37.4476,75.0231,60.373,73.6259,27.5036,35.7954,35.4638,35.6852,44.6985,25.336,19.91
54.9366,72.4813,0,23.8779,24.5346,2.6352,28.4879,37.9131,74.3729,61.8999,71.2819,26.0972,36.6221,35.1086,36.3366,45.497,24.0187,20.5189
58.6896,73.4042,0,27.265,29.7006,4.0689,27.8606,36.6703,76.2902,60.351,70.4377,24.7628,33.6099,34.8667,31.9862,46.4701,22.7013,23.3875
58.3133,68.547,0,27.6289,31.0884,5.8448,29.7055,40.7362,77.7655,64.637,70.0468,23.1556,34.5587,33.236,31.0864,47.5868,21.384,23.1037
54.4508,73.9427,0,29.7513,32.6246,4.9416,26.5537,39.9751,74.7765,62.7135,68.1562,25.0986,36.5731,32.6574,26.9607,47.7356,21.4747,23.5741
59.3403,70.0987,0,34.1361,32.9636,7.5404,30.5101,38.7235,72.6725,60.7128,62.2924,20.5533,36.098,34.4098,23.2209,47.171,21.5653,23.487
56.0899,73.007,0,31.8603,32.0931,8.4751,30.5368,40.1076,71.5681,62.8952,60.4711,22.5293,35.2591,33.9951,20.1269,43.4654,21.656,24.8956
55.3272,72.565,0,30.894,31.3523,9.7707,28.9346,36.8337,71.4504,63.3182,61.3766,24.034,35.85,33.7851,16.4068,44.5931,23.4107,23.8868
48.4477,72.7061,0,34.3618,34.528,10.7931,25.0891,41.8613,69.4872,58.5671,60.7889,25.7357,36.9954,30.889,15.3501,45.3305,25.1653,22.4503
50.9734,68.2457,0,29.6919,37.0908,10.1992,27.0716,40.9135,66.9669,57.7333,58.6176,25.5888,40.7672,30.5925,14.9953,44.7801,26.92,22.1569
50.0101,69.1267,0,31.0716,38.2964,8.82,29.9165,36.0064,71.0221,63.8106,59.7195,24.0354,36.8051,27.5428,16.3571,42.1194,27.192,19.9883
49.3454,68.6243,0,27.6088,35.8804,5.3996,27.8138,36.064,71.8641,64.9547,60.401,22.1098,36.8121,37.8228,16.3939,42.8602,27.464,18.9565
52.8116,66.0925,0,25.7783,36.8251,5.3863,28.8405,35.2725,70.3084,65.5208,60.0019,21.948,37.0836,34.9513,21.6181,42.065,27.736,16.6709
55.3279,70.0123,0,23.4369,35.9934,6.6742,28.2321,35.1588,69.111,58.6744,58.0351,23.0986,34.0928,33.6105,25.0129,39.9566,27.36,18.1221
51.6655,70.6721,0,22.8099,36.4454,6.5579,26.9559,31.5581,66.4003,52.8013,62.6598,23.0169,33.5893,35.4497,27.4953,41.3782,26.984,18.4691
50.9346,67.1947,0,21.5026,36.9546,3.0407,26.5274,31.0232,67.3981,53.4209,61.6084,23.8727,35.1007,34.8362,27.5051,41.9252,26.608,18.4548
52.9459,65.2646,0,21.7759,39.5171,0.581,26.4897,35.0113,69.3622,52.0526,64.1561,21.1432,33.0573,36.0484,31.0874,42.7487,24.6453,17.1111
53.9807,70.8028,0,21.3699,39.6669,0,25.5603,33.5033,68.3164,53.8495,61.1477,21.2961,32.7184,36.1738,36.058,43.8109,22.6827,17.1501
60.3154,69.4992,0,21.6671,39.4686,0,25.49,34.3989,69.1299,54.3387,58.4376,18.9067,35.4602,34.1134,39.4853,43.3942,20.72,18.3521
59.3353,70.4352,0,22.0806,36.366,0,23.1094,31.9989,67.705,56.8664,61.4924,18.23,35.954,35.5421,42.7858,44.5708,19.7627,16.7086
59.5047,70.3849,0,19.7515,32.9453,0,23.0016,38.8966,69.1822,65.024,58.7087,18.6121,32.6729,31.2228,41.4976,45.5156,18.8053,16.9833
59.915,68.07,0,18.4674,30.1063,0,25.2499,33.936,68.2692,69.5379,59.6836,20.5739,30.2236,34.276,42.5402,47.6264,17.848,16.1514
58.0309,67.2227,0,17.6983,27.1461,0,26.4011,35.2814,65.7875,71.3945,61.277,21.2221,33.783,31.5063,49.5212,43.6931,16.7067,15.778
57.3874,64.6307,0,15.7501,25.9874,0,28.5369,37.5207,66.6773,76.168,62.5791,20.4743,31.8102,31.0423,52.3092,41.3665,15.5653,14.6193
52.6187,71.4345,0,15.4356,27.6335,0,30.2289,37.1546,64.6615,75.2706,60.1657,20.9305,30.9623,30.9762,55.7952,37.6861,14.424,17.022
54.3282,71.3638,0,14.522,30.1963,0,30.2973,34.79,63.3844,72.7083,62.6722,20.1101,31.5234,33.8754,59.1629,34.6678,13.4373,15.2542
52.3903,70.067,0,14.111,27.538,1.6812,33.236,39.5709,65.7853,75.8098,62.588,19.8446,33.7329,29.3933,56.5172,31.5338,12.4507,15.9375
52.6471,69.2869,0,15.0493,31.6686,1.324,31.2125,38.6896,64.7599,79.9233,58.117,22.7481,33.8917,28.9808,51.3013,34.6695,11.464,16.3477
48.1966,70.8065,0,14.8617,36.2304,1.5481,30.4187,37.6019,66.5375,76.9403,61.0794,22.4805,35.0325,31.5012,51.6599,35.852,11.656,16.0995
46.6089,70.8384,0,15.3488,32.7636,0,28.649,40.9574,67.9324,81.1566,62.9206,24.5298,34.7819,31.3014,53.2296,35.9347,11.848,16.1226
47.8114,74.2445,0,14.9089,33.1402,0.874,30.1257,38.0561,73.1788,78.6353,59.8217,27.2133,38.473,29.7113,46.4053,39.8563,12.04,16.8491
50.2087,74.7921,0,12.9808,30.6735,0,30.4045,35.2267,73.4772,79.9215,57.9448,30.2285,35.6601,30.8917,45.2569,44.1839,14.928,15.8643
46.5653,73.3023,0,12.7003,30.4256,0,29.8571,39.6309,75.0639,76.6754,57.2159,33.2318,37.7012,27.5444,45.0743,44.5069,17.816,16.6301
42.7759,72.3014,0,13.2639,28.8603,0.6148,33.2429,39.8536,73.3908,72.8353,59.0443,36.1276,33.5857,28.2619,50.4625,43.5016,20.704,16.4131
47.0335,76.2932,0,11.7815,29.7733,2.1289,35.1685,38.4236,67.4907,67.5671,55.5845,32.4968,31.4373,27.4771,55.73,41.5852,21.544,16.7834
46.2137,72.2237,0,13.5669,25.8133,3.2712,32.5259,39.4615,68.4835,72.3036,57.4845,31.4665,29.7764,25.4556,51.4987,45.3615,22.384,14.0671
44.0147,68.1885,0,12.1374,24.7242,5.162,28.5339,42.0232,65.634,76.2052,57.7582,26.5697,30.8334,27.8099,58.4847,41.2377,23.224,11.8756
42.381,70.6692,0,13.8982,27.0407,6.5938,29.661,39.5839,68.7545,77.7339,57.6633,23.1604,29.4919,31.4172,57.8195,41.9719,21.704,12.4862
43.4221,70.5386,0,13.6341,27.8123,6.1981,29.1688,41.5138,69.2238,79.5071,63.3343,18.9037,30.2184,30.3775,56.5291,44.9666,20.184,14.1126
44.3104,71.1316,0,14.9335,28.7954,4.7915,28.0016,38.0079,75.1186,84.451,64.4194,17.8093,29.3137,33.9976,53.6073,47.0289,18.664,12.8772
48.3346,69.2621,0,15.8834,27.4069,6.652,29.137,38.5291,74.9769,85.2928,65.7923,18.901,28.4234,29.8946,57.1407,44.539,18.5227,14.4175
51.2265,69.3994,0,16.586,31.3478,5.0095,31.4376,38.1901,76.8685,79.9114,63.9811,17.5682,29.8921,32.5056,54.9147,49.243,18.3813,12.4901
52.9383,73.5337,0,16.313,30.4781,6.9347,31.673,38.2799,72.2192,75.623,63.4326,17.8711,29.6836,33.8406,61.5604,48.0793,18.24,14.0995
55.1685,73.7265,0,19.2308,29.431,7.5578,29.4158,37.837,78.2893,73.6015,64.5071,16.8122,33.7707,34.2212,55.8076,47.4071,20.2853,14.5456
53.4625,73.455,0,18.6735,30.6361,8.5618,28.7097,36.7618,75.4124,72.0398,68.8311,16.3303,35.6664,36.8307,62.1641,43.9994,22.3307,14.5649
56.6516,73.9549,0,19.3459,35.1641,10.6502,28.9992,39.9308,76.5681,65.7878,63.9877,17.2427,37.3281,35.5944,62.0411,42.8428,24.376,14.7801
55.5907,72.8775,0,18.5134,35.7387,14.2266,26.9256,39.6336,74.2702,65.2802,62.2591,17.9641,36.3273,36.738,64.5952,38.617,23.3227,15.3651
54.0426,67.3054,0,20.9532,37.8544,16.126,26.4871,38.0885,72.8975,63.8221,62.9422,15.5547,39.2448,37.0907,60.9927,39.41,22.2693,16.1628
53.8749,64.712,0,22.3769,36.902,16.8787,27.1524,34.4499,69.8846,63.9902,65.9533,13.9575,41.0593,35.6418,62.7001,37.469,21.216,16.0247
54.0971,68.7037,0,24.5676,31.408,15.5535,25.2605,34.3972,69.182,66.2526,67.0368,12.4056,37.198,35.1217,62.2389,38.2727,24.4347,17.6313
54.859,69.4231,0,23.4258,28.9855,14.9817,24.7053,32.3582,71.0217,65.2942,69.5827,10.5771,36.3742,36.4885,61.0489,37.5996,27.6533,18.901
51.5446,64.8398,0,25.0416,28.1992,18.2783,25.3208,32.4102,65.8639,61.4283,69.1401,9.2623,39.0352,37.6082,62.4697,42.0706,30.872,19.4134
53.2341,64.0326,0,26.6043,27.3519,15.5926,27.0612,30.9376,66.7564,64.9641,72.4953,6.9938,36.1474,37.5579,61.5947,44.9168,32.2347,20.8462
