bus.119.gen,bus.4.gen,bus.6.gen,bus.8.gen,bus.10.gen,bus.12.gen,bus.15.gen,bus.18.gen,bus.19.gen,bus.24.gen,bus.25.gen,bus.26.gen,bus.120.gen,bus.31.gen,bus.32.gen,bus.34.gen,bus.36.gen,bus.40.gen,bus.42.gen,bus.46.gen,bus.49.gen,bus.121.gen,bus.55.gen,bus.56.gen,bus.122.gen,bus.61.gen,bus.62.gen,bus.65.gen,bus.66.gen,bus.69.gen,bus.70.gen,bus.72.gen,bus.73.gen,bus.74.gen,bus.76.gen,bus.77.gen,bus.80.gen,bus.85.gen,bus.87.gen,bus.89.gen,bus.90.gen,bus.91.gen,bus.92.gen,bus.99.gen,bus.100.gen,bus.103.gen,bus.104.gen,bus.105.gen,bus.123.gen,bus.110.gen,bus.111.gen,bus.124.gen,bus.113.gen,bus.116.gen
26.7477,39.9012,0,72.0603,14.7868,10.9441,0,18.9917,19.0496,29.6295,18.0415,5.9559,5.8794,15.4581,8.0211,117.402,0,139.351,0,17.6931,10.2711,83.8213,0,152.743,103.972,0,86.464,0,0,20.091,140,95.1953,0,0,0,0,56,91.3434,38.7072,84.2496,0,0,81.2136,17.2602,182.793,97.5652,98.394,52,84.6876,0,0,0,111.853,11.585
27.8961,38.3514,0,69.2771,14.3294,11.0707,0,19.5708,18.7649,32.5181,16.0009,6.0894,5.8568,13.5363,7.6805,117.15,0,156.55,0,16.0961,10.1464,78.7166,0,152.272,102.148,0,85.5346,0,0,15.5602,140,91.8196,0,0,0,0,56,87.5537,38.1188,79.0021,0,0,82.3032,17.8963,186.028,90.228,96.9092,52,81.7276,0,0,0,104.844,11.5516
30.1556,38.104,0,67.2487,15.1195,12.5283,0,16.6046,16.85,31.7359,15.734,6.6675,6.2219,14.6719,6.6656,118.5,0,155.541,0,16.6173,10.4567,77.1493,0,154.701,103.005,0,87.5372,0,0,16.531,140,92.8224,0,0,0,0,56,89.388,38.4283,82.3675,0,0,83.2814,17.1915,198.398,90.3696,97.8598,52,79.2694,0,0,0,103.787,11.7735
31.6613,38.9756,0,65.6768,13.0858,14.8859,0,17.9689,14.7122,31.3864,14.6641,8.2115,4.7526,12.223,6.8737,119.395,0,155.36,0,18.4685,10.6498,80.6389,0,161.794,101.237,0,89.5665,0,0,13.8003,140,94.2805,0,0,0,0,56,91.9508,38.9826,84.3691,0,0,83.9666,19.4353,200.401,91.5774,100.022,52,80.6018,0,0,0,108.198,11.5507
34.8277,38.0923,0,63.1919,12.1003,15.9185,0,16.1482,15.2422,29.7689,13.8121,9.3884,3.2538,11.746,5.6919,119.284,0,160.653,0,16.2542,10.6575,78.8585,0,164.511,99.0579,0,90.4948,0,0,13.2939,140,93.3369,0,0,0,0,56,90.7637,38.9717,90.5226,0,0,84.016,16.2345,200.549,92.539,100.386,52,81.8134,0,0,0,105.599,12.3634
38.3327,38.1943,0,63.4003,11.3023,18.4744,0,16.3091,14.1291,27.316,12.4625,8.8416,3.8329,10.1382,5.9658,117.915,0,156.019,0,14.7092,10.5687,83.1347,0,170.522,97.1542,0,90.1564,0,0,15.1215,140,97.4686,0,0,0,0,56,97.0263,38.293,94.8226,0,0,82.4839,15.679,197.301,89.921,101.079,52,81.3156,0,0,0,110.222,12.4213
33.8089,35.5687,0,67.8976,12.2947,20.9694,0,16.4583,11.8844,28.1052,11.3691,9.4423,4.1529,11.0246,6.4428,116.949,0,156.76,0,12.5293,10.7778,85.4253,0,174.822,96.5816,0,89.0968,0,0,15.1205,140,100.214,0,0,0,0,55.5137,100.39,37.7992,92.2149,0,0,82.0454,13.3842,196.854,89.6465,102.312,52,85.7995,0,0,0,114.148,12.3437
35.0868,37.8331,0,72.0003,9.8703,20.087,0,16.0422,13.4853,26.2697,7.4538,9.2421,3.1016,13.7091,8.768,117.557,0,168.974,0,10.6221,11.0376,84.2575,0,173.803,96.4127,0,89.9777,0,0,16.3955,140,99.6916,0,0,0,0,56,108.578,38.0565,93.8969,0,0,81.4588,12.8296,202.411,89.5912,101.587,52,90.6161,0,0,0,112.633,10.2874
34.2604,36.8055,0,73.1863,11.1954,23.2515,0,15.7467,10.5377,30.1075,5.1148,12.6922,3.6739,13.1103,7.5401,118.15,0,176.035,0,9.2617,11.1694,80.1796,0,171.2,98.0845,0,92.126,0,0,18.4479,140,96.9594,0,0,0,0,56,107.07,39.4138,93.8672,0,0,83.6292,9.8173,210.313,90.2614,98.3613,52,91.871,0,0,0,109.102,10.4494
42.2598,36.3334,0,72.2393,11.0324,26.8812,0,13.0887,8.7523,28.5557,5.6703,13.4784,4.0341,10.628,8.24,116.78,0,185.493,0,8.7896,10.6069,76.3317,0,166.063,96.7931,0,89.8497,0,0,19.4618,140,96.2378,0,0,0,0,56,107.247,39.6665,92.3068,0,0,81.3219,9.1194,213.936,88.1838,96.0621,52,88.6775,0,0,0,105.965,10.1775
35.8043,33.6057,0,72.3744,12.4762,26.6162,0,13.7562,8.3636,30.7484,6.0384,12.4596,3.3323,10.0676,6.3966,117.151,0,185.254,0,17.6283,11.2057,84.6326,0,171.838,97.2306,0,89.8508,0,0,14.246,140,96.4338,0,0,0,0,55.8353,106.972,42.0623,94.6844,0,0,81.9074,6.7186,215.915,89.9211,97.5009,52,92.54,0,0,0,107.273,9.9321
29.9622,33.8197,0,72.5307,9.4414,25.7063,0,12.9925,7.2947,29.1535,6.0148,11.5575,2.7218,8.8387,6.1012,117.744,0,183.373,0,17.5518,11.3208,91.6204,0,169.434,97.8232,0,90.3856,0,0,8.1369,140,95.3429,0,0,0,0,56,104.344,43.292,102.727,0,0,82.5464,7.8758,215.959,91.1134,93.4362,52,100.316,0,0,0,107.332,8.9035
29.495,36.5493,0,72.3587,8.5354,25.0084,0,10.5417,6.3829,28.4644,6.9149,12.7766,1.4203,10.2266,5.2473,117.234,0,196.782,0,22.4113,11.2445,92.8707,0,165.785,97.6135,0,90.3404,0,0,7.2408,140,97.3754,0,0,0,0,55.4822,100.173,43.6463,104.693,0,0,82.2336,9.515,215.511,90.1223,92.4947,52,104.898,0,0,0,107.786,8.8652
30.0143,33.5075,0,72.5253,7.3546,24.339,0.317,9.4659,6.4614,27.0383,5.1256,15.2667,1.1916,9.1803,5.8362,117.576,0,192.216,0,29.3331,11.0271,91.5535,0,169.867,97.3804,0,89.2266,0,0,8.3146,140,95.5556,0,0,0,0,56,96.0563,44.9405,107.939,0,0,82.3282,14.3745,215.277,90.4554,95.9369,52,115.66,0,0,0,107.636,7.1033
27.3779,31.4286,0,72.1666,7.494,27.264,0,9.25,6.9492,26.1274,3.7956,15.1686,0.1247,8.9604,5.847,117.739,0,196.32,0,28.5773,10.8124,91.9801,0,173.848,97.1792,0,89.8244,0,0,7.5696,140,95.0896,0,0,0,0,55.5985,91.0827,45.8804,107.418,0,0,81.8284,22.4663,218.221,90.0028,99.9023,52,122.06,0,0,0,107.216,6.5154
25.8231,28.5675,0,71.9769,8.0839,27.8676,0,9.2804,7.0425,24.8593,2.3812,13.873,0.106,8.767,6.0129,117.778,0,189.792,0,29.8327,11.0562,92.3792,0,176.528,97.8696,0,89.7792,0,0,8.6208,140,95.3066,0,0,0,0,55.0091,86.2975,46.8473,107.234,0,0,82.158,12.1779,218.307,89.3497,100.071,49.2803,119.891,0,0,0,107.277,7.8209
24.7876,30.9487,0,71.8678,8.9133,27.0225,0,9.6828,6.854,26.2334,1.9081,13.1967,0.529,8.4049,5.7518,117.221,0,189.332,0,27.7783,11.1341,91.5556,0,175.233,96.7828,0,88.7419,0,0,8.9535,140,95.3157,0,0,0,0,56,83.0086,48.0375,106.086,0,0,82.118,6.2239,218.01,89.5658,100.17,49.4607,115.542,0,0,0,106.13,7.1151
26.9489,25.7407,0,72.6729,8.1467,28.5626,0,9.0831,7.6844,23.1661,2.2467,14.0261,0.5663,7.4803,5.955,116.051,0,191.276,0,22.6793,11.1321,89.6999,0,176.625,94.1931,0,91.1294,0,0,9.8222,140,94.209,0,0,0,0,56,83.945,48.2492,106.398,0,0,82.4673,4.4257,216.562,89.0359,99.5137,50.941,118.658,0,0,0,105.433,7.0759
24.5304,29.1171,0,72.2301,7.5441,27.742,0,9.4767,8.1614,23.7766,2.2516,13.2369,0.9344,6.4261,5.0765,116.099,0,187.419,0,19.2419,10.4206,89.8628,0,175.491,91.1458,0,89.699,0,0,7.3841,140,93.3928,0,0,0,0,56,87.8405,49.4386,102.872,0,0,80.8018,4.5298,213.566,89.0515,98.3366,49.7926,118.981,0,0,0,106.498,6.6882
21.2364,25.0094,0,72.7726,8.9673,28.5969,0,7.7639,8.2989,23.1092,2.3792,12.1671,0.9855,6.486,4.4571,118.542,0,191.814,0,17.7265,10.4208,90.7554,0,179.667,92.666,0,90.8981,0,0,7.2094,140,92.6392,0,0,0,0,56,92.5655,50.7059,103.444,0,0,81.9019,4.0842,212.267,90.4214,99.4264,49.0494,118.027,0,0,0,109.343,5.7508
21.9098,26.1156,0,72.5427,7.6923,31.2206,0,7.0661,9.4787,23.2908,1.5184,11.7872,0.849,6.1002,2.9515,117.947,0,190.901,0,16.105,10.9222,90.6162,0,178.045,92.2092,0,89.75,0,0,6.0089,140,91.0868,0,0,0,0,56,92.2714,51.9381,103.332,0,0,81.6615,4.2559,208.662,89.6878,100.089,49.9115,113.47,0,0,0,113.25,5.4985
19.768,27.0078,0,72.9839,6.4241,35.0191,0,6.8796,10.5662,20.673,0.4682,11.8805,0.582,5.9265,2.4529,118.468,0,186.615,0,13.2173,11.0435,90.7982,0,175.832,92.5192,0,91.0263,0,0,5.6762,140,90.848,0,0,0,0,56,94.086,52.7767,104.203,0,0,81.5404,4.3521,209.808,90.284,101.253,50.4762,110.352,0,0,0,116.019,4.2451
21.1471,28.327,0,73.3615,4.5219,32.8911,0,5.9481,11.5036,24.4735,0.4201,10.7978,0.6095,4.8949,2.2418,120.062,0,198.313,0,14.5394,10.9278,92.8169,0,179.685,93.5264,0,89.6142,0,0,5.582,140,91.5703,0,0,0,0,56,96.5729,53.9452,104.851,0,0,82.9225,3.7151,213.59,91.2386,102.013,50.6229,104.428,0,0,0,118.466,3.7632
17.6489,29.1701,0,73.7361,5.2375,33.9365,0,4.7565,11.1855,27.0471,0,9.9675,0.0883,3.19,1.5243,120.363,0,195.832,0,14.5826,11.41,94.6392,0,186.999,93.7643,0,92.4242,0,0,5.3415,140,93.868,0,0,0,0,56,100.745,55.7436,106.523,0,0,83.7798,3.561,225.442,92.7609,103.308,50.8537,114.694,0,0,0,120.781,4.0312
19.7258,28.6568,0,74.3642,5.1756,30.8702,0,4.9371,10.2442,28.1405,0,8.7199,0,5.0294,0.9423,118.696,0,202.705,0,14.6494,10.9561,91.6451,0,181.602,91.8752,0,90.3336,0,0,4.3619,140,95.3109,0,0,0,0,56,97.8849,55.4174,104.155,0,0,82.278,3.4609,218.804,90.1011,100.439,50.6578,114.407,0,0,0,120.499,3.7976
20.3933,29.5039,0,74.3445,3.8898,27.6154,0,4.3286,10.3444,27.7077,0.2081,7.0808,0.2493,4.73,0.9511,116.981,0,199.764,0,15.094,10.4135,91.4438,0,180.629,92.0351,0,93.0731,0,0,4.7496,140,94.1239,0,0,0,0,56,97.4177,53.0253,102.208,0,0,84.2695,3.1016,216.784,89.6924,99.6179,50.4685,118.616,0,0,0,119.521,2.8415
18.5657,31.6308,0,74.5874,4.1352,28.1013,0,4.5268,10.6692,28.1651,0.6488,6.6224,0.4515,6.007,0.9521,116.871,0,194.862,0,14.2489,10.4573,91.5835,0,180.006,91.1028,0,94.5345,0,0,5.209,140,94.3577,0,0,0,0,55.0904,97.0757,53.2532,101.994,0,0,81.8709,2.4136,216.365,88.6447,99.5348,49.1893,116.449,0,0,0,119.873,3.2145
16.7184,29.4322,0,75.0448,4.1725,31.0743,0,4.2324,10.9745,29.0641,1.3457,6.3446,0,6.8521,0.5899,117.046,0,194.42,0,13.4352,10.4055,91.7657,0,179.982,91.6774,0,96.6823,0,0,5.2021,140,94.7388,0,0,0,0,55.9889,97.2852,54.1787,102.388,0,0,81.2172,1.9218,216.937,89.4955,99.5921,50.9258,118.658,0,0,0,120.62,2.8347
17.3976,27.4574,0,75.121,3.6768,29.3076,0,3.3352,9.938,30.1988,2.6001,8.0554,0.4996,5.8332,0.2395,117.843,0,194.651,0,12.9533,10.7802,92.1556,0,181.139,92.2184,0,101.737,0,0,4.4571,140,93.1018,0,0,0,0,56,97.6105,54.3448,103.678,0,0,82.6705,1.5263,218.767,89.2615,100.462,51.0504,121.1,0,0,0,122.724,3.2557
18.8346,20.7034,0,74.3287,3.6562,29.6177,0,4.835,9.3972,26.7968,2.9436,7.068,0.9521,7.3782,0.0815,116.526,0,197.514,0,12.7678,10.5749,91.574,0,177.542,95.5262,0,103.181,0,0,5.4387,140,84.2418,0,0,0,0,55.5137,96.7327,53.9567,107.418,0,0,81.1573,2.0053,216.377,88.7871,99.3172,51.4348,116.853,0,0,0,122.128,2.976
18.8111,22.5546,0,74.6325,5.3582,26.0459,0,3.9546,8.7072,20.0242,3.5973,6.9865,0.7577,8.3047,0.3514,116.833,0,199.112,0,12.7216,10.683,90.9531,0,177.515,99.0421,0,103.596,0,0,3.7877,140,79.0092,0,0,0,0,56,96.6033,53.9328,105.217,0,0,81.2357,2.4195,216.131,88.9226,99.6473,52,118.276,0,0,0,121.731,4.6132
21.7772,20.5631,0,74.5089,5.7528,22.7902,0,1.8531,10.5632,18.3703,3.9114,6.59,0.959,7.6402,0.5467,117.081,0,198.105,0,12.9611,10.549,91.3361,0,175.352,100.99,0,102.646,0,0,4.0047,140,76.3524,0,0,0,0,55.1032,98.0097,53.6509,106.092,0,0,82.8013,2.1456,215.362,90.2777,99.7687,51.8099,118.003,0,0,0,122.577,5.3572
21.1491,19.2537,0,75.4921,5.9235,21.2796,0,5.529,11.4074,19.662,5.1315,6.6852,1.2976,7.4086,0.3671,117.788,0,203.859,0,13.4607,10.4285,91.5167,0,180.882,105.18,0,105.94,0,0,4.0135,140,75.0624,0,0,0,0,55.2048,98.6684,53.8298,106.179,0,0,81.2151,2.0121,215.917,90.4081,100.993,49.3322,118.635,0,0,0,123.248,5.686
21.0018,19.1732,0,75.842,5.9137,20.8163,0,3.8663,9.9891,18.2899,5.3808,8.0299,1.4566,7.7777,0.0628,119.083,0,205.894,0,11.9187,10.3805,93.0486,0,181.389,106.535,0,105.722,0,0,3.3529,140,74.8893,0,0,0,0,55.4238,99.6193,54.7791,107.551,0,0,82.8732,1.543,218.352,90.6786,99.477,48.1624,117.518,0,0,0,124.144,4.8831
22.11,16.4848,0,75.0708,5.1648,21.9951,0,4.1489,13.1054,18.7178,6.3937,6.2661,2.606,7.5097,0.0373,117.459,0,204.572,0,11.3406,10.8307,90.3941,0,187.39,105.315,0,101.918,0,0,3.3784,140,74.5259,0,0,0,0,55.4262,96.7846,55.0407,107.439,0,0,81.5544,1.3918,218.479,89.3551,99.775,48.4774,121.462,0,0,0,121.932,5.5555
25.6896,17.3466,0,75.3581,5.3238,20.3265,0,4.9312,14.2479,14.9242,8.3175,7.3428,4.409,7.0062,0.2562,116.551,0,202.469,0,7.4381,11.2085,88.8942,0,187.186,104.624,0,102.074,0,0,3.0192,140,73.8685,0,0,0,0,56,95.8,55.2594,106.908,0,0,82.201,1.5587,218.208,89.3627,99.1059,47.8809,117.388,0,0,0,120.937,5.9157
25.7132,14.9163,0,75.6766,4.6024,20.6809,0,5.0578,13.7365,13.02,8.1605,6.7363,4.6652,7.7983,0.0628,116.652,0,213.353,0,7.7364,11.455,89.5275,0,184.525,104.307,0,98.3511,0,0,3.563,140,73.9154,0,0,0,0,56,94.6566,54.8293,107.418,0,0,81.6837,1.7049,219.332,88.5745,99.1991,47.789,118.613,0,0,0,121.381,5.6114
19.0113,9.516,0,76.2105,4.5975,18.71,0,6.1846,14.0526,14.298,9.9596,7.2211,3.5355,7.2044,0.0864,119.277,0,205.967,0,8.1349,11.3497,93.4098,0,183.814,107.518,0,99.7702,0,0,3.9585,140,74.5423,0,0,0,0,56,93.2046,56.4123,105.712,0,0,83.69,1.3074,219.62,91.3407,101.638,47.8109,116.132,0,0,0,124.574,5.2119
16.8882,8.9015,0,76.9751,3.9978,17.327,0,6.2995,13.2271,9.9635,8.772,6.4447,3.5129,5.6929,0,120.767,0,207.968,0,12.7128,11.564,95.3067,0,178.853,105.891,0,100.185,0,0,3.9448,140,76.887,0,0,0,0,56,95.0926,57.4199,106.957,0,0,85.3327,1.5999,218.024,93.6859,103.063,49.1406,115.087,0,0,0,126.256,4.5828
16.6183,6.4663,0,77.9786,4.0341,17.4968,0,7.2663,11.425,7.4194,9.302,6.4173,3.4894,5.8823,0,120.935,0,220.802,0,14.1969,11.2837,95.4813,0,178.989,105.37,0,95.2375,0,0,4.7879,140,76.1356,0,0,0,0,56,94.8993,56.1238,106.469,0,0,85.4368,2.1358,220.075,93.8993,103.455,49.7073,110.198,0,0,0,126.194,5.3739
15.6417,5.9491,0,80,5.0667,15.7948,0,5.8391,10.5583,6.6283,6.9934,5.422,1.6873,5.8303,0,121.251,0,209.057,0,14.4069,11.6028,95.7865,0,173.828,105.747,0,94.9793,0,0,6.6332,140,78.0178,0,0,0,0,56,95.4325,56.5248,108.019,0,0,86.53,1.859,219.272,93.8549,104.128,52,112.136,0,0,0,126.204,4.0557
13.8906,4.8841,0,80,4.5877,16.1658,0,6.8295,10.9097,5.8264,6.2327,5.8303,1.171,6.0276,0,122.691,0,201.712,0,13.5716,12.0327,97.3622,0,175.945,107.543,0,94.9071,0,0,6.4997,140,79.5106,0,0,0,0,56,97.4814,57.817,109.996,0,0,88.3268,1.7196,219.109,95.5069,105.778,52,113.331,0,0,0,128.844,4.3462
11.796,4.2392,0,80,3.6876,14.3961,0,6.6705,10.4023,5.21,6.1493,6.6793,0.6861,8.345,0.0932,121.899,0,192.832,0,13.395,11.8021,96.6128,0,173.863,106.505,0,94.154,0,0,6.2475,140,79.6687,0,0,0,0,56,97.1914,57.2714,110.537,0,0,88.7177,2.2035,221.921,94.9209,105.763,52,114.243,0,0,0,127.658,4.2137
11.3563,3.5669,0,80,3.8506,13.817,0,6.1827,10.2079,4.8517,5.0716,6.7078,0.8628,5.3729,0.1148,121.754,0,182.727,0,14.1674,11.7968,95.2108,0,170.536,107.17,0,96.6003,0,0,5.5123,140,79.543,0,0,0,0,56,96.3372,58.1216,108.804,0,0,89.9167,2.5952,217.419,95.1931,104.957,52,113.085,0,0,0,127.345,3.1488
10.4808,3.5777,0,80,4.6584,14.4962,0,6.4241,8.8819,5.1373,4.7261,5.1393,0.8765,5.8067,0.2267,123.117,0,174.122,0,12.2584,11.5916,89.3115,0,164.028,103.361,0,95.0543,0,0,6.856,140,80.5228,0,0,0,0,56,97.8135,57.8207,105.359,0,0,88.2638,2.656,212.294,96.1006,105.917,52,108.319,0,0,0,125.976,3.6641
9.3766,2.9966,0,80,3.665,14.0977,0,7.548,10.7782,5.0922,2.9996,5.0313,0.6694,5.8421,0,122.903,0,170.952,0,9.5906,12.0194,85.033,0,161.095,99.6703,0,95.1518,0,0,5.8715,140,79.3641,0,0,0,0,56,96.9377,57.6196,101.007,0,0,88.4123,2.9318,210.24,96.3356,105.741,51.2861,107.525,0,0,0,123.55,2.9632
8.9054,2.7306,0,80,3.5404,12.2721,0,4.9842,12.168,4.0105,3.4167,4.4846,0.1148,4.6829,0.0874,124,0,162.208,0,13.8484,12.2109,82.5791,0,169.846,101.155,0,96.4456,0,0,4.8448,140,80.6039,0,0,0,0,56,99.0331,57.3172,98.8016,0,0,89.6496,2.7738,204.209,96.6919,106.467,50.6994,104.493,0,0,0,125.759,3.881
7.8101,2.5795,0,80,3.4462,11.054,0,4.9499,11.6979,5.2394,2.6737,5.105,0,4.0518,0.3514,123.403,0,158.31,0,15.8586,12.0338,82.6914,0,162.915,101.773,0,97.0061,0,0,4.0685,140,82.4813,0,0,0,0,56,97.5926,56.4772,96.8665,0,0,87.1903,2.0593,200.173,95.1764,107.828,46.904,101.073,0,0,0,125.188,4.0675
6.7844,3.2214,0,80,3.0163,13.8671,0,5.2345,10.9696,6.005,2.0985,4.6741,0.7087,3.878,1.1386,123.439,0,155.975,0,14.3255,11.9882,81.9902,0,162.016,100.783,0,95.2917,0,0,4.201,140,88.7559,0,0,0,0,56,97.7002,56.1178,94.7933,0,0,86.2982,1.8796,198.078,95.3908,109.744,45.708,105.614,0,0,0,124.648,3.4334
7.706,3.1016,0,80,3.4177,9.3756,0,4.6466,11.0854,5.7901,2.5589,2.9093,0.4594,3.4579,1.1562,121.965,0,150.919,0,14.3098,12.1969,77.4469,0,160.896,98.8997,0,93.4999,0,0,3.5551,140,91.3305,0,0,0,0,56,96.903,56.0821,93.2089,0,0,87.9477,3.0123,198.544,94.5688,108.426,44.446,102.775,0,0,0,124.19,2.5167
7.7021,2.7022,0,79.4315,2.2546,6.9669,0,5.3935,11.5163,4.9322,2.1682,3.2852,0.0206,3.2184,0.9128,120.893,0,146.571,0,13.9377,11.811,75.8418,0,160.58,97.2697,0,93.5292,0,0,4.1715,140,92.2816,0,0,0,0,56,95.6762,56.4423,95.6376,0,0,85.414,2.3547,197.162,93.5851,101.186,46.4967,102.82,0,0,0,121.416,2.7247
6.3358,3.0899,0,79.3327,2.869,5.4554,0,4.6328,10.7861,5.3808,1.9002,3.1792,0.7244,3.2057,0.7558,118.456,0,148.507,0,12.4134,11.7163,74.5468,0,159.883,98.4668,0,95.2502,0,0,2.8111,140,93.5634,0,0,0,0,56,92.9259,56.0809,93.2872,0,0,85.1332,3.0418,198.579,89.627,92.0725,46.734,104.951,0,0,0,119.908,3.8211
7.5745,3.0261,0,79.6608,3.6572,6.2818,0,4.7752,13.657,5.9559,1.859,3.2508,0,4.0763,1.1916,119.663,0,157.25,0,7.0592,11.7882,74.1101,0,162.55,95.2794,0,96.573,0,0,3.2263,140,94.6824,0,0,0,0,56,93.7222,56.3126,95.644,0,0,85.5167,3.2214,196.714,91.8969,90.3999,48.2822,106.376,0,0,0,121.388,3.4383
5.4927,3.7553,0,80,2.9093,6.6469,0,5.3444,12.8286,6.0875,1.2986,2.4558,0.1335,3.1694,0.8902,120.982,0,156.628,0,8.3636,11.8242,75.5348,0,159.54,94.9814,0,96.4796,0,0,3.4511,140,95.5435,0,0,0,0,56,95.8738,54.6245,98.0852,0,0,85.9523,2.9475,194.398,94.083,86.0545,49.7281,101.621,0,0,0,124.175,2.4489
5.4563,3.3873,0,79.1514,2.1869,7.9416,0,4.5298,12.9749,4.8223,2.0494,3.4373,0.0579,3.1007,1.4183,120.43,0,164.827,0,11.321,11.7506,77.2496,0,156.897,96.8492,0,92.4138,0,0,3.0663,140,93.6279,0,0,0,0,56,94.3699,55.947,97.041,0,0,85.4263,2.5716,195.639,93.0385,85.7137,49.6621,100.65,0,0,0,122.718,3.2616
4.5661,3.4363,0,79.661,1.7295,9.409,0,4.0606,14.1576,5.1275,2.0445,3.7338,0.0304,3.6238,0.9001,119.558,0,156.486,0,8.239,11.6693,80.2339,0,164.404,101.472,0,91.5326,0,0,2.8631,140,94.599,0,0,0,0,56,92.9866,56.1768,94.3737,0,0,84.2685,1.7923,204.852,91.7537,89.1809,49.1762,104.505,0,0,0,120.937,1.5106
3.7907,3.8888,0,80,1.8463,11.2886,0,4.5553,15.4415,7.3301,2.0112,2.177,0.7558,2.7532,1.3182,119.962,0,159.577,0,9.8143,11.6971,78.4948,0,165.035,97.2104,0,92.2524,0,0,2.6246,140,96.5896,0,0,0,0,56,94.7304,55.2545,94.7684,0,0,85.5679,2.0131,201.646,92.2034,88.06,49.3805,104.178,0,0,0,119.138,2.8111
2.9848,4.6917,0,79.1306,2.1604,11.8952,0,5.7724,16.7705,6.7785,1.7785,2.1191,0,3.9085,1.3732,119.949,0,159.871,0,8.292,11.6628,78.1574,0,163.986,97.7535,0,91.9044,0,0,3.5973,140,98.5814,0,0,0,0,56,94.6784,53.348,94.7892,0,0,84.7282,2.0072,203.89,92.4619,88.4968,48.158,102.518,0,0,0,121.514,2.1604
3.6444,6.1307,0,77.7806,2.1172,8.0525,0,4.3825,16.9314,6.6823,0.7568,1.6666,0.48,2.9632,1.6843,118.649,0,163.605,0,8.9751,11.8932,79.5639,0,170.516,102.036,0,90.8186,0,0,3.2577,140,100.326,0,0,0,0,56,94.006,53.7805,93.8158,0,0,84.6444,2.2811,206.857,91.2255,89.4302,48.3178,107.582,0,0,0,122.493,2.7277
3.2508,7.9259,0,78.0684,1.912,8.6748,0,4.2805,13.8906,8.5943,1.3506,1.3506,0.1629,3.9173,1.0718,119.356,0,161.474,0,8.9535,11.7111,82.3725,0,171.76,107.436,0,90.8245,0,0,2.4421,140,103.491,0,0,0,0,56,94.4903,54.604,94.2931,0,0,84.1459,2.0573,213.387,91.4508,93.6798,48.6332,107.764,0,0,0,122.761,2.4764
3.508,9.2009,0,78.4147,2.0671,8.1673,0,5.2168,15.1333,9.3108,0.4544,1.4085,0,2.2909,2.0092,119.033,0,177.909,0,8.6875,11.1688,81.6455,0,173.607,104.5,0,88.5985,0,0,3.1664,140,101.22,0,0,0,0,55.8438,95.0473,54.0708,92.9469,0,0,81.7658,2.7925,214.897,90.6439,90.9878,48.2502,105.065,0,0,0,121.568,2.4617
2.1967,7.708,0,78.5689,1.7069,6.8138,0,3.3146,16.6527,10.4896,0.1924,2.6276,0.85,2.1358,1.5263,117.359,0,177.77,0,8.8495,11.06,87.4522,0,177.488,100.685,0,91.0844,0,0,2.5353,140,100.365,0,0,0,0,56,97.8721,54.6181,98.7551,0,0,82.7548,2.7188,218.056,90.9249,94.0488,48.6467,111.304,0,0,0,121.215,1.5783
2.5854,6.8855,0,78.0649,2.0249,6.8236,0,4.2765,15.4896,11.3926,0.2709,1.0699,0,1.9434,1.5685,115.946,0,179.238,0,7.5205,10.8892,90.3661,0,183.957,97.1761,0,90.4347,0,0,2.6776,140,97.7997,0,0,0,0,55.6885,97.4027,54.2883,101.788,0,0,81.7274,1.8993,215.608,89.4303,97.8074,46.7541,111.079,0,0,0,120.015,1.6519
3.2724,8.2822,0,78.4542,0.2964,5.635,0,3.722,15.5906,10.9029,0.9992,0.2395,0.6851,1.9356,1.1818,116.07,0,184.461,0,6.269,10.9529,91.4124,0,183.72,97.1946,0,90.7798,0,0,2.925,140,97.5757,0,0,0,0,55.5599,97.8079,54.2584,105.39,0,0,81.9569,1.7874,216.526,89.8373,99.7384,46.4147,122.489,0,0,0,119.627,0.7784
3.0163,8.5011,0,79.2557,0.5693,4.3276,0,3.2607,15.7732,10.9706,0.158,0.0461,0.1364,2.1005,0.7636,118.67,0,181.116,0,6.8226,11.4589,93.8514,0,187.919,99.5412,0,92.5957,0,0,3.7122,140,97.5009,0,0,0,0,56,96.7228,55.8227,104.44,0,0,83.9342,1.6382,216.816,92.2999,102.977,47.0976,124.989,0,0,0,122.288,0.3936
2.499,9.8251,0,80,0.3357,4.2962,0,2.5805,15.3502,9.7476,0.3779,0,0,1.9542,0.5673,122.851,0,179.687,0,6.4712,12.5131,98.434,0,190.365,103.235,0,96.1865,0,0,3.666,140,102.933,0,0,0,0,56,99.6456,57.4757,107.705,0,0,87.8941,2.1211,221.272,96.3783,106.438,48.1081,123.083,0,0,0,127.135,0.7312
3.2597,8.609,0,80,1.2652,3.6965,0,2.7571,16.5535,10.1775,1.0444,0,0,1.595,0.3622,121.912,0,182.514,0,5.6713,12.2239,97.3551,0,189.652,102.79,0,96.2167,0,0,3.7897,140,101.411,0,0,0,0,56,98.2309,57.022,106.076,0,0,88.0376,2.4617,218.992,95.0971,105.08,48.1226,118.464,0,0,0,127.075,0.958
